,review,sentiment
1287,"[ 1037    11     9   441    38  3629    56     3   163  4018  3909    19
     5    66    48    18  4490     2  5860   546     5   546   970     9
  7543    10   410 14999    10    17  1362    52   951  3376  7336  5916
 14397  1695    18  1201   775    14    49    73  4018  3909     2  1025
    12 14999   970     1  1288     7    13     3   278   188     0 14999
   970    13   216     2    57   157  1037    10    13   139 14999  2023
     8     3  4018  3909    19    16    69    52    22     0   362     4
   136  2182  2585    18  2926     9   205   371  5434     4  1760 14999
 12837  1131    40    57     0 10375   132    10 14999   675    16  1646
  1654   675    16   430    17   551     1]",0
1288,"[    7    12    29     4   146  3233    11    12    37    75    11     7
   220  1757     0   223     4   108    53   157     0   224     6   421
  3775   445  3639  1512  2884 14999     0    63   149  2927     7   188
    36     3   297    37    75     7    12    49   232     6    11     0
   471  1674     6    63   181    75     7  1423    55   759     5     0
    65   259   254   260    18   151    21    30   221  2208   101  6473
     1    39    12  2506   677     4  2519     4    46  1214   660   462
     1     2   422   227    18    23   221     0   115     6  3639     1
    16     3  1684   365     7    53    74    45     0   232     4     3
  3347  1899  1070    20    27     5   232   735    16     0   735    16
   245    35    67     5   274    62  1350     5    10     1]",0
1289,"[    9   211    10   424     4  1184    22 12401   227   308     2   573
    87     7    94    28  1204     8   101    95    34   295    17   361
     1     7    13   373     8   171    95     1    87   929   117   662
  4770   586  1788     2     0   366     4     0   177   357  2170    11
    32    58    57  1181   390    10    17     1]",0
1290,"[    9  1847  6548  2433    12   121    15     3   329  1695    18     9
   138  9419     3   222    15    41   443     4   538     2     3  1666
     6    47    12  7102     8     1     9  3454  1213    20    84   341
    38  2433    12   443    40    20   378    21     1    44    20    88
    21     9   783   245    94 10865    20     1    20  1415   119    35
    20    25     2     7    12   895   476    18    93    20   119    11
    98     1   776    22     0    89   912   507   179   799  1656    43
  2433    41   345     2   233     2    41 14999     8   120     1     8
    29   878   412    54     6  1951   132    33  1717  3345   890    54
   928    16     0    89    60     1    71    82    20   119   135     9
   234  2026   128    24  1702     1    85    20   192    31  1012    12
     8   323   379    54 14999  5957     1     7   454     5    28     3
  1742   860     1    71    11     6   157   506     8    59   291     1
  2433    50   215    30    20    36  1034  2454     1     8   158   412
    41  1531    15   547    13  3824   157     1   547   108  5040     2
  3761  1228  1814     5     0   998     1     7     6   989     7     6
     3  2227   664    18    54    58   121   179     0   797     8     0
   443     2    70  1441    93   377     0   328   912     1   134   133
    23   203    48   163     2  3970   201    70   302     5    27  9351
   632    83  5143 11122     2  6939   626   181   318     1     9    77
    48    49   898   128     2    39    18    74     4     7   183    38
  5113   134    54     2     0   914  1697     5 14999    48   206   808
     1  9662     2  4662    25     0  1365     9    27    16     0   729
  4608    18     9    27    76 14999     7    46    16     0  5106     9
    82   166     0  8233     2  1030    16    41     5   473     7   185
     1     9    13     3   324     4    41  2421     6  1274  2473     2
    58    38     5   103    11     9   375    47    54     6  2052     4
     1   278    12    77   145     5    11     1]",1
1291,"[    9   555    30    10    17    15    59   509   515     2     9   285
    21   650     1     0    65     6  4736    48  2438  8184    45     5
    28   786     5    26   693    33    34  6319  3714 14999    71 14999
  3647     2     3  2960  1683     2     9    88    21   180     5   810
     5   722     0  1090   396  5287  1683    15    26 14999     1    10
    29    64    96    69   439     3   169   292     0   217   426  3263
     7   501     7     6   157     2     7     6     3  3544    15   125
   407    32   228    38     7     1]",1
1292,"[    9   234  1222     9   211    10    19   253   110    48     4     0
   156    12    79   105     8     0   490     1     9   197     0   365
  1160    13    80    38     0  1299     2  2925    15     0  3135     1
     7    13   216     5    66    87     0  1069     4  1231     2  2872
    68  2415     9    82  1010    15    48     4     0    79   772    43
     0   527   137     1    32    68   260     5   856    30   212  1086
     3  1498   771     1     7    58    28   216     5   119    47    48
   949   760   197     4     0    19     1     7     6     3    19     9
    58    38     5    66   173    48   137    38     0   674   112 14999
     2     0  1707    68   970    22     3  4527   656    68    72   225
     9   117   215    46     4     0   438   526    47    45    42   543
   128     1  1546     1]",1
1293,"[11437     6    34   216    19   259     9   552    21   349   184    40
   687    82  1630     7     1     7    12    52     3  1243   104  1967
    11   183  2953  2131     4     0   466  3794 14999  2124  1476   466
  4556 11437    35  8277  1790     2 14999    26   892  1396     1     0
    19  4450    22     0   601   198 11437     2  7656 14999    33 14999
  4948 14999     1  7656     6   220     0    52   216   104 14999     4
 11437     2   253   276  3700    34  1262    24  1578     5 11437    16
   358     2  5568     3   328  1262     9   103     0    19     6  3795
    85     7   123   116     5  2135 11437    12 14999   155    87   683
   200    27  1002     0   404   767    70    66    22   273     2  1509
    55  2535    83 11437    12  2593    11    24    94   995   869  1325
     4    26  1396     0   553    25    72   249    18     0    65     6
  1666     1]",0
1294,"[    9    94    66    10    19     6  1668    24   152    21   816     5
  9660    51    37    11     7    13   635   264    16     0   797    10
    95    33   382    87 14999  2659     5     0    61   152    21    27
     0   264    18     7     6    63   141    34 14999  2895   204    53
     9   419   150    10    19    51     9    13     0   509     1     9
   234   216    61    37    11     7    13    44     7   653    46    11
   141     3  2659    13   635   264    64   416     5     7    16    23
     3  2593    85     7     6  8968  2113     2     0  1082   267     1
    35    30  5310  4309  1394     5   346    15   753  8810    83     0
 12923     1     9    53    38   865    16     0   824   295     2  3484
   753  6066     1     9   119     3   170  8083     4   753 14999  4524
  2178    33  4041    15     0 13981   408   967   416   131    25    63
   141    59 14999    18    35   666     1]",1
1295,"[   44    39    12    29   149    11 10374    69    90     8   309     3
    75    19     7    12   309     7   225    33  2307  5693    35  4127
     5   119   124     1    10 14999     4  1322     4     0  5108    94
    27   320    48  1580     5   136   160     4  3300   744     4   104
   941     1 14999     0   240     8     0   206  1322     4     0  5108
    13     3   124  1443   104    73 14999     8    10   321    16    31
    11    54   123    23   136     3   682   670     1    29   416   826
     3   169   124    36  1834  3365     3   127    35    45 14999  2714
    34  1090  1081  1580    15  1618  2419     2  1137    31     4    61
    68  3824  4739    36    10   365    39    68   677     8  1115   113
   941     1     0    89   199  1378    13  3297     0  1818     5   680
     1    10    13     0  7794  1488   198  5108     2   326    11    96
    31     0  1488     8     0   206    19     1    57   134    24    13
  5043    26  1196     5  5630    13    47  5334    46  5150    12  2045
    14   108   262    36     0    79  1818     1     8     0  1907    19
   921 12089  9159     0   678   404  5584     5  9365    18    39     6
    55 14999   287    16    91     5    27    23 14999     2 14999    62
 14999   467     1    32    25 14999 14999     2    27     0  1196     5
  5630     8   614     5   813  2232   139  5043  1818    50    21    82
     1     7   750    55   127     5   755    36     0   417     5   561
    91     1   825   229    24   265    36     3 11328 13323     2   639
   306     8     3 14999   972   203    30    89   101  9627     5   333
    86     7     6 12089    35  4127     5    28    30     3 14999    23
     0  1818    35    25   320     5   568    39     7    13   603     5
    66 11521 14999  3269   766    37   260     5  6945    48   241     4
  5142   198   788     2    11 14999  7645  1728   921 12089     1    41
   118   137    68    15     0  7112  1834  5087     0  1818    68  2259
  3305   350    32    68   902     8     0   842   482    30    61   223
 14999   648   757    48   823   579     8 10891 12089     2     3   186
   402  1045  1142    36   172     4     0   908     5     3  8807 14999
 14999     1    10    13   325   104   941     1 14999  3895     8   859
   555    14    44    54    58    27    76  2052     4     3    80   793
    52    73    54    13   353     8     0   224     1 12089    12 14999
    30     0   129    14     5    47   131  1818    66     8    86    13
   416  4974    33    69    14    24    45 12066 14999    15     0  1818
   462  1826     0  5108   355     3   867   223     2   109 14999  5116
  2293    13   312    22     0  5778   591   505  7755  6970    35    45
   939  7838   515    61    13   135    24    13    37    49     8     0
  1393  4165     2     0  2281  1674  1456    86     5   349    91  1382
     1    18     0  5116  5161   555    38   160    22   721  1027  5116
   880   404     1     0 14999    68     0  5116  3151    61   555    43
    14   807    14  2887  2229    12  4700  3356  5108   555    14    44
    32   205    42    76  3713    36     3 14999    32    67   594     4
     0 14999  1568     4  1742  5108     1  4116     0   325   471  5341
    71    51     0 14112 14023     7     6   181   671  2397    36    48
  1683   237 14999   255    91   471   625     2  1969     8     0   206
    19     0   923   404   178     0  5108    82     2   136    25  2415
    14   681  2046     9   111   665    34  5116     9   152    21    38
   404    66   404    82     1   128     0  5108    42   680 14999   593
    14  1452  1128  1818    82     2    39     6    55  1137     8     7
    30    31     1     0    63  2031   206   310    13 14999   491    15
    41  1943   160    96    69  3981    52    73     0 14999    36   334
  2310   550   775     0   129     4     0    19     1    89     4    31
     0  5108    67   647    76   470     5   344  3905 14999     8     0
  3833   490    16    91     5   119     0   386     4     0  4721  3040
     8    92  3936 14999   813     1  4116     0  1244 14999   708     0
   386     6  1486  2559    15  4954    61 12089    42 14999   239   139
   101  5116    94    27   225  7305   590     1    10   550    13    16
    69   230   432    73     0 14999   269     4     0    17   178     4
    11   919   189    25   732     4    90  1102  1146    99     4   480
     1   145     8     0    12     2    12    32  1211   152    21    27
     0   393     5    97  1083  4547   685    18    32  3559    15  2031
   206  1375     2   971    61    68   363  1102  2969     1     9   140
   526     4     3   753  6197     0  1322     4     0  5108 14999 13124
  1393  1165   618     2     0 14999     1     0    89  1322     4     0
  5108    57 14999     0    63 14999  6990     2  3071   600  4046     4
  9103   986     8    60     1   189    10    19  1705    42    43   171
    75  1102  1146   659   164   753 13337 14999     2  9896  1449   764
    46     4   334  2310     0 10405     4     0 10650  1560     2    62
 14999   647    31  4597   290    14  1019 14999     8   607    36   101
    29  1322    31    79  1996    57    62   195 14999    25    42   769
     4   681     3  3868  4700 12245  8810  9103    36 13804     5   721
     8     3   500     4   226   294     4   155 14999   332   174  4159
  5385    56     2  1382   766     0   871     0   566 14999     0  3387
     1     5   136   160     4     3  5773 14999  5663  2844  1214     1
     8     3  2400   913    20   205    27     5  1213   135     7    13
  4033  3076    18    85     7    12  1102  1146    20    88    21    27
     5   430  3365    12    90  1321    19     1]",0
1296,"[  571     9    89   211    10    17    38    30    22 11677     3   170
  2142   590     2   197     7    58    28  1471  2041   402    13     9
   205    22    11     1    10    17   222     0   199    29     1     9
   383     0   380     4     0  1768   268    41   297   813    63    30
     0   129     4     0    17     1     9   140   164    11    12     7
     1   135   151    21    54   121     7  3263     3   116   222    52
   881     8     0    17     0   113   108     0   380     2   460  4731
    22     0   535     4   186   337     1   552    21     7    28   124
    44    32    42   400    22    20   119     3   802  6098   802    38
     3   351     4   186   337   248    93   253     0  1870    40     3
   868   166    46    43     2    77    83     0   174   166     3    95
     5   487     0  1768   561     0   186   242   337     2    27    40
    52    78   502     8     0  1582     1     9   103     7    58    28
     3   559     4     3   169   124    11    95     1     7    81  1653
    85     0   460     6     0   277   104     2    24   219   502    89
     1   135    23    77  3505     4     0   380    89     1   867    87
   123    54    27    11  2119    30     0   129     4     0    17    51
    54   497   802    78     1    54   299     7   788    54    13    98
   833     1    47     0  2067    13   352    15  1799    10    60     1
     9    50   111   122 14999     0   115    22   101    17    33   101
   282   100    31    32   342    62   118     1    44     7  1155    21
    16    49   115     9   205    27   353    10    17     3     1     1]",0
1297,"[    3    19    38   493  1568     2  2269     6     3   405   481     4
    87     0   314     8    10   649    42   151    21    77     7     1
    32   111   117     1     2 14999  2027     5  5784  1026     2  1026
    83   983  8737    10    19  1979    15     3   116  2840  2794   334
    35  1058     5   567   388  2002    14     3  7681     5     0  2127
     4  2552  2408     1     0   402     6  7980 13824   350     3 14999
     4  1684 14525  1567    33  1015 14999   334  2012   641  2650    26
  1041     1    23    42     3   170     4    91  2650     0  1041     1
    33     0    60    26  2390  3759    92 14999   434 14999     4  1684
     2  1094  2629    27     5 11319    62  2519   229  1193    84   300
   101    52     1    42     5   804    10   704   331     9   140  2702
     5  1566    91    10   819     1    57   154     7    58   111   574
     8     3  1461   155     9   228    42   800     7    94    93   143
    36    39     9    88    21   181   385    87    18    48   556     4
  9368     6  4008     2     0   402  1058     5   143   145     5     0
   452    24  1248     8    34   939  4431     2   625   130   162 11525
     0   733     4    10    19   278    69    42   136    11    10    19
     6   855   440   954     2   518     1    57    44    29   123  1010
    15     0   402    12  8964     7    58    28  1139     5  3122    87
   929     0    19    13  4131     1     2    11    12     3   864   229
    39    25   945     4    49   153    11   143     5   447     1  5738
  3865 14999     1  2012   641   123    14    72    14    24    94    27
    15    26   104   189     2     9   629    24    58   342     5   482
     8    52   105     1  2926     7    12  1250    74  3648     5   166
   167     8     0 14999   176     4     0 14999     1    29  3320   455
   641    58  3186    52     4   131 14999 14999  2114     4   480    87
     5  1246     0   850     3   116   124     1  2012   416   665    87
     5   274     0  2002   144     0 14999    14   230    14     0    19
    12   733     8  1838     7    12    42 14999     1  1021     2   589
     1    31     4   146  2552 14999 14999   239     8   146  8424 14999
    46  1237  9686   307     1     7    58    28    29   149    16    10
   402     2    26 10205     5  7681    34   823   307    40     0   349
     4  2552  2408     1   131  2408    68     8   187   111   320     2
    11    13     0  1144   514    62  2127     1  1027   504   292     0
  1126   307    13   932   190     5  1013     3   682  8424     1   203
   131  2408    35   666    47   231    27   543   198     0  2343     2
 12462     0  1342     4    10    19   519  1348    16   346     8   765
     5   191    56    62  1041     2   856     8  2269    12  8274     1
   346     8   765   189    25    52  1075    73     0   314  4057 14999
    35  1002    10  5674     1     0    19     6   270    63     4   417
    44    20   180     5    66     3    80    19    43     0  8076     4
  2552   307  1318    15   792 12472   294   455     1 14999    20    25
    55  1194 10530     1]",0
1298,"[   10    17   555    49    71    49   177 14999  3005     2    34  6051
   623     1     7   400  4185    36    39     1   135    13     7   731
    33   546  1584   372     1     7  8126 14999   172  2544   137     2
   318 14999     0   494     1     3   325  1054   825     1    14    44
    10    13    23   190     0   246  5741     8  1645  7261     3  8277
   494    71 10410    44    20   180     5    77   101  3265    36     7
    30    31     1     2    93     7  6201     0   246  3863     4    31
     1   100   968     0   494   188    31  2624     4  2606     2  3762
  5819     5     0   223     4 14999    32  1938   886   203  3393     0
  6991    71     0   269    71     0  6984 14906    47     0  2067    13
     0  5751     1    87    50    20   503     5  3056    33   255  3089
   203    34   269     1 14999     1    10    17    67    80  2100     2
   269    56   390     3   394  3967     8     0  7412     1    47     3
   447     4   756     1   325   756    33   578     2   156     1]",0
1299,"[    3  1980    22  5979   915     0  1007 14999     6     3    75    17
     1    39    12    55  5843     7     1     9   114     0   208     2
     9   103  2754     6   237     0   118   104   122     8   184    99
     1    18    57   108     3   324     9    50    21   333    18    66
    10    17     6  1550    39    12    23    57    34   756     5  1812
    34   216    65     2   577   102     1    33   148    32    67    42
   353    56     1    32    88    21    57   342     1    32    25     0
   365     4   261  1338    16     3   170    52   736  2144     0    65
   151    21  3893   125   661     1    92    37   589     7    12   220
  4739  2380     3  4574    36   172     6   148  2763     1  2754     6
   554   145   144     0   956    12  1459     1    30     0   448    70
   830    11     5   567    86  2380   207   166    26   380     1     2
    11    12     7     1     0    65  7246  1327   229    39    12    37
   116   113  1192     7   495   182   335   100     3   170   226     4
    75  3571     2   373   115     1     8   187    11    12     0    63
   642   149     0   115   229     0  2333    25    23    57  1032   581
     1     0   102    25    37  2631    70   403    21   451   348    16
    91     0   517    25    14  7471    14   600     1     0   217   177
  1520    69     4     3    75  2489  1737   510     1     9   138   110
   124   153     8   379   286     1     7    12  2179    64  2882 14999
   133   963     5   696    48   815     5    10     1    54     6   311
  1209     2    45    48   615     1    18     0   808    42   152    21
   278    41  3822     1    47     3  2294  1799  3798   167     6  1201
   549     5 14999 14369    12   516   445     8  1007  1131     1    24
   486    48  3324   660   775     0   129    18    11  1095 14369     2
  5057  1002    37    72     8     0   876    99     6    55   112     5
    28   250     0  1007   509     6    42   158  6191   673     1     7
    12     0   241     4    17    11   194   184   208     3    75   386
     1     0   129    16     0   276   642  2754     1     7    12    98
   603     5    66    86   148     1     3  3608    11    12    23   157
     1     3    75   998     1  5940  2754     1]",0
1300,"[    0  7278     9 14999     0   346  2780    13     3   640   793     2
    23     5   722    53   814     1     9   450  7278     9 14999     0
   346    51     9    13   116     1     7    13    34   206    65     2
    67   141    34  1071   113     1     0   685    68    37   493     2
     0   177   454    38    32   496   248    79    12  1025     1   148
  7278     9  4402    56     0   513    13   182   364    37     9   103
    32   461     5   143   145     5     0    65    11   288   450   636
  1704     6     3   116    52  2452    56   148     2     0  1433    12
    25   164    22  2903     5   545    62  5727    15    62   407     1
    18    51  1783    12   512  6113     6  5654    16     0  1184    24
   479     5  8564     7     2   374     7    18    24     2    26   595
    77     8     0    95     1    18    51     0  4416   215   145   100
  7124     5   194    48 14999     5    62   460    32    77   990     8
     0  1602    14    72  1150     0   346     8     0   330   610     0
   113     6   633    18    38     9   299     7    13    42     3   233
    19    11     9   103    48   231    77     3  2151    46     4     1
     0   206  7278     9 14999     0   346     6     0   118     9   103
   288    94  1010     1     0   842    29   285    21    37    75     9
    58   371    10    29    30   221   132  7278     9  4402    56     0
   513    17     7    13    30   221     3   116    52   243     1]",0
1301,"[  274   181   318    10    19     6  3545     7   497   126   318   275
    38     3  1967     4     3  6805   186   240     2   263    22     5
   415     3  1269  3249   184    19    88    21   503   599    40  1325
     1    10     6  1931     2    42    14    24    58    81    82     8
  5905  4126  1947   963     5  3051     0   184    11     6    23   108
  2356   248    60    20   106    10    19    20  3514    52    43    47
    12  1353     2    43    87     0   109  3529     8    10    19 14999
  8692    27   111    76  7546     1]",1
1302,"[  135   436   135    82    78   191    49   808     2   232     0   357
     5   637     7    48    87     1   253   344     0   291    22    61
    10    19     6  8044   437     3   351     4   155   590     9    50
   136    11    39     6   116    44   235    36     0   206   291     1
     9   400    83    10    19    15   469  1372    71     9   665     7
    58    27     3  1946 14999   232     5     7    71    18     7    57
  1171     5   874   131    10     6    23     3  5512    71     0    63
   601     7    45    15     0   206     6     0   386     1    10     6
    23     0    65     4 12380 14999     7     6     0    65     4     3
   453   262   104    35    12    76   353     0   168   386     1    32
    27    42   453 14999     8     0   394     4   171 12380    12    95
   324    46    39  2614  2300     5  6619    33  1038  6952 14999    35
   286     3  4250   104     8     0   206    17     8     3   262   210
    47    12    90  1321     6    11   148    11    10    19    45    76
    96    55    79    19    84    28    96 10595     0   206 12477   808
     4     0   291 12380    12    95    71   139     9    64    58    27
   419     5    27   110     1     9   441     0   168    95    43 10360
    71    32    27   668  1162    14    72    14  2460   270     4   799
 14999   808     2    94    27    96     3   516  5256     4  3074    12
    90  9058  4998   832   294    32    96     3 14203    19    43     3
  4847    18  2841  1111   396    60  8653   154  2007 14999    12   236
    13 11217     1   148    70    84   111    77     5    66 12380    12
   147  2523  2255     2   755     0   280   417     6    85   275    30
     7  2884    14     3 14999   485     7     6    23    37  3639    71
    39    25    48   523   343  3345 14999     6    55 12380    18    24
    94    28    49     8    79   553     2     0    65     6    23    98
    75     1    57 14999  8574  3176    26   210     1    18    32   453
 14999     0   919     4     0  4998    30    11    60     9   234     3
   222     4     3 14999  4392    71   139    61     0   206    19     2
     0  1162   192   204   253    76   440    33    93  4678     2   148
  1581 14602 14999     0   187     6   154     7    12    23     3   849
   610    71     7    12   367     0    90  1321  5512   122   731     1]",0
1303,"[   14     3   513     9   385   108  2919    40   716     2  1911    10
    17     1     7    13     0    31  2156  2637   196   201    17     1
     7     6     3  4746     4    75   872   519     1     0   217 14999
  8813    18     0  4129     4   109    79  3422  2667   271    46     4
     0  1778     2    93     0  4129     4  8832  1730    35   943     2
  2083     1     0   196   137     8     0    19   692    21  4467    18
   133   493   137     1     0    19     6  2031    53   157     2    13
     0    80  6620  6392 14999   902     1 11475     6     3  1528    38
   214     2    10     6   237    26   118   167     5  1303    24  3098
    14     0   504  2151  3226  1467     0   118   201   137  1266     8
  1287   438     0   740     0   740    25   193   157     2  5240  5815
   898    51    20   221   503     7  6392 14999  1187     6    53   157
     2    84    97    20   439    14 14999 14999    26  1176   651  1066
     1   516 14999 14999 14999   175 14999     6     0   118   611   575
     1]",1
1304,"[ 9262     2  9110    25   253  8488    43  1825     3   233     1     0
   351   423     8     3 11009  1523     2   508    34 14999   909    11
  1979    15  4456 14999     1    30     0   168    60     3  4093 11639
  4949  1855   301     3  4858  2903     2   848     0  7098     8     0
  2620     4    26   327  2827  7515     1   327  1064     6     8     0
  2190   909     2    24   219     0   516   310     5   812    48     4
     0   407     4     0  7098     5  3994    38  9262     2  9110     1
  1064    35   463  1861     4     0   351   791  5672  1509     3   233
     4  6096    16     3   258  2190   795     1  7974  4666     2  5331
   804    83     0  1523    15    62  9389   693    15  1098  3158    14
     0   163 14999    25  9257    15   346     1    18   112     6     0
  3613     4     3   663   269     1    10     6     3  7566   233    19
     1     0   153   563  7515    14     0 14999     2  1484  2417    14
     0   241  1523 14999    25    31   387     1     0   224     6  7292
     2   243     2     0   430   365  1160   181   323     1   413    44
    63   120    94    28    10    95     1 11600   407  2446  1731     3
   576     5  1803    11    32    25  3119     2    50   194    37    74
  1830     5     0   693    35    25  1037 11639     1    44    20   180
     5   121     3    19     5   125   233    11     6  9765     8    49
  1160    18     6    81   537   406   166    10    17     1     7     6
  5867     5    27   288   991    57    14    62  3313    25  7363     1]",1
1305,"[  276   690     3    60   338  1074  7745 14999    99   203  4824  1066
 14999     2 14999   531     1   131    99  1027  7103   125  1618    55
  8225   125  1305     1     0  1490 14999   116    36     0  2043     1
    32  4974     0   168  1365     2  2814     0   168 14999     1   229
     0    12     0    19  1435    45   182    74   440   126 14999    99
    16  1521     1   636   706  2670  1205  4473  1019 10421     4 14999
  1836    16    62  1286 12649  9877  2579    15  6085  5136 14999   358
     2 14999 14999     1   131  4614 14154     0  1488   198 14999    99
     2   146  1553   341  5363    40  5101  8395   156   293   821 14999
    35  8627  2968    16  3473  2802    12     3   405   176     2  3111
     8     0  3326     4    49     2   458  1757     3   340   508    15
    10 14999  6576 14999     4     3  2794  1587    11    23    63 13838
   765    12   512  1556    60  4362    18    81 14999     0 11847  1231
     4     0   452     1  1962     0  9107  3510     0   572  7254  4806
     0  1249    43    34 14999 14999    35   161     3  6620     1   981
     0  1249     0  9107 14999  6020   358     2   531  4537  9037  1743
  3446   286     3  3494  2036     1  1268  4196  8595     0  6256  9107
 14999  1459    36     3  9540   213  2654    14     0  2825    16  1450
  1360 14999   940    12 12015  3465 14999   870    43   477  9469 10144
     1  4196 14999    26  1007    51    24 13279    22     0 14999    14
     3  2046 14681     8     1   259     7   151    21  3969     8     0
   168  2840    15     0  6455   586  1788   361     0 14999    65     0
  9107  7874    14     0   241     4    17    11   338  1635   161  1489
    85  1205   166    91 14999 14999     2   940 14999    62   406  8956
  5256     8     3 14999     4 13281     1     3 14999  2874 14999  6083
   109  3645  8232   145     8     0    12     5 14999     3  1237  2011
    72     1 12329    32    27  2718    62  3430    22    34 14999  1016
     0  2197 10623     0 14999 10731    15  1947 14999     2 14999  1452
  4742    12 14999  5670     4  4777  2728     5 14999     1     0    72
 14999     1     0   484     4   199  2094  5454     2 14999 13458    30
 14999    51    32   692    21 11816  1449     8     0 10731     1     0
  1231     4  2794 12090    36     0   721    38 14999     1  1823   155
   305     0  1103    12  3374   151    21   374  1268  4196 10293  1816
  9349     4 14999     2    26   233     8    29   264   202   162 14999
    91     1     0  1761   776   301     3 10085    22  1268  4367     1
  1268    12  1233   268   116  2355     2 14999  2794  2082  1268    45
  2794     8    26   535   190    37    11    51    24  5991     3   323
   379  1167  1502    12   296     8    26  2011  7972    24 14999     3
  2794   723     1    38     0 11324    75  1344  3097     0  9107  6636
  1268    12  4302    30  1561  5230    83  8230     1  4196  4433     0
   723    44    32  1987     0 14999 14999    24    84   342    46    16
     3  1684  2794   723     1  6598  4196  1439  4037    62   129     4
     0  5480     1    30   609  1268 14999     0   199  2840 14999    51
    24 14999 14999    30 14999     1     0  9107   111 14999    46     1]",1
1306,"[    9    64   496    10    29     2   259     0   269    96    69  1517
     9   133   194     7    46     4   668  1094   517 14999  1633 13268
     2 14999    25  1773   188     5  4611    22    62    95    32   874
   433  2866  1620    32    64   694   160     5     0   113    18    25
    30   221   632  1416     1     0   517  1010     5   874     0   433
     8  4611    16    48   243    18    32    27   511   677     2   111
    97     7     1    29     4     0   517  1058     5   143     5     3
  3805  2440  1519    16   333     0    79   280   752    33     0   511
   521    29     4     0   517    45     5   349     0  3849   108     8
     0   728     4  1201    54    45    55  1054    18     5   143     8
     0 14716     1   521    54  4863    14     3   127  3187 14999     3
   242     8  2063     0   240 10026     0  1549    54   151    21    77
    53   230    18   963     5    77   411    41   345    33     0   511
   143   275    16    41    32    98   143    83     0  1524     2   508
    83     0   168   127    29     4    91  1096     0   336   242     0
   127  8159    33  1178     0   517   420   126     0    79   240  1147
   239   963     5    97     7   145     5     0   511   112    54     6
    81   502   829     0   109  3327   517   166   248    79     2    85
    32  1001    83     0  2440  1519    77  3558     1    10     6    51
     9   648   368  1156   131   325   517    25  1619    16    62   449
     2     0  6728  1585    88    21   257    91    32    25  1864   929
     2    29     4    91     6   314   610    16     0  6055     5   487
    41     8     0  2757     0  3327   418   963     5   984    18    23
   203   368     8  1698  1088    10    17    45  1008    49  1392     3
  3333   130  9386  2276  2030   531   873   337     2  1120    65     1
    48   337    84   237   166     7  2392     2  2498  3368    84    23
    38     0   269    18   132    31    10     6     3    80   116  1601
    17     1]",1
1307,"[  100     3  2374    89   226    11   161    20   232    31  2411   936
    20   175   182  2485    11    10    84    28     3    80   730   201
     1    93     0    17   301     3   473    16     0   432     1     0
  2411   540   231   133    28    39    18    14   384    45   299     0
   113   463    37  1317     2  4801    11     7    12   220  4049     5
   106     1     0    17   219 14999    56     2    20    77     0  1390
    11    20   175   341   820 13408   144     7    40    11     0  1077
   854     5  1092     7     8   348    73  1993   140     2    67     5
   634     3   169     4   137    46  1836   209    21     3  3016  1569
   382    18    14     3   494     9   140   182  2485    11    10   201
   209    21  4942  1969     7    42   534     5    28    22     0   867
   504    10    17    45     3   351     4   329  8746     2   456     0
    75   224     9   103    11     0   153   343    25  1374    49     1
    44     9    94  1114     0    89   226    63     9   205   237   194
     7    34  2463     1    14     7     6   148     7   219     3   668
     1     2    11    12   108   329     1    44    20   175     3  6324
    16   730  1239    20   228   237    27     3    80    60  3695     1
    44    23     9   205   371    11    20   106   139   317     1]",0
1308,"[    9   378    21  1630     0    65    14    11    45    76   225  3062
     1    70    25    80  5206  3468   442     2    51   252  6775  1125
     0    17    70    68  3965     1    55   573    70    67   111   532
     4    10    17    85     7    13     3  2612   695    17   145     8
     1  2952     0   325   365  1160  5314  1462  9251   372   167     2
   325   471    18    20    88    21    64   339     0 11667    85     0
    65   382    84   274    20     5  1622     1     7    12    34   216
   404    65    18    23    30    31  1522     2    39     6  1011   101
   269     1    20    88    21    64   451    16     0   102    14    62
   449    25    14   335    14   125   120   150    10  2136    17     1
   561     0   109   588     2    82   139     5    97     0    60    52
  2472     1]",0
1309,"[    7     6     3    80    17     1     9 14999    11    48    78   103
    11    10   231    23    28   437    22     3   297    65     1    55
   500    10     1     0    17     6    80     2    31  1103    50   103
     6    23   135     3  8100    15     3  7647    22     7   619    56
  1632     8     0  7647   484     2    37    22   294   526    11     3
   116   240    12   629   377   297     2    10   781    11    31   252
  6556  1459    84   215   297    44    70  1661     8   179     2    82
    31     8    10   176     5    97    91   297     1     0   116   240
  9780    71     8     0    17     2    41  1433    68     0   118   153
     9   138    76   110     8     3   202    60     1    49    16    32
    16    31   153    31    16     0   156     1    44   279    50   369
    91    10   580   369    91     3   332   213    36  7943   529  1370
    20    16   255    10    17     1]",1
1310,"[14999     6   825     3    64   157    17     1   562 13805   963     5
    97   179    31   439   252  1663   126   173     8     3    64   633
    18   107   212  1265   201     0  3343     4  1208  1202     0   277
   153     8    10    19   300    53    49  1187    49   159    18    10
     6     0    89    60     9    66    91    14   153     1     0    17
 14999  1520    69     4  1208  1202    71    29     4    59 14999   268
     7    12     3    64    49     2   157    19    37    88    21   667
     7  1917    46     4     1]",1
